Ensino Fundamental Regular - Anos Finais;;;;;;;;;;;;;;;;;;;;;;;
Indicadores educacionais compostos por: Taxa de Aprovação, SAEB e IDEB nos anos de 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019, 20211 e 2023 e Metas do 1º ciclo do Ideb2,3 (2007-2021). Os dados estão dimensionados por escola e organizados por rede de ensino.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;"IDEB
2005
(N x P)";"IDEB
2007
(N x P)";"IDEB
2009
(N x P)";"IDEB
2011
(N x P)";"IDEB
2013
(N x P)";"IDEB
2015
(N x P)";"IDEB
2017
(N x P)";"IDEB
2019
(N x P)";"IDEB
20211
(N x P)";"IDEB
2023
(N x P)";Metas do 1º ciclo do Ideb2,3 (2007-2021);;;;;;;
GO;5207808;Firminópolis;52029220;ESCOLA ESTADUAL JOSE MANOEL DA SILVA;Estadual;-;-;-;-;-;-;5,4;-;5,8;-;-;-;-;-;-;-;5,6;5,8
GO;5207808;Firminópolis;52029239;CENTRO DE ENSINO EM PERIODO INTEGRAL JUSCELINO KUBITSCHEK;Estadual;-;3,9;3,5;3,8;4,4;-;5,5;5,3;-;-;-;4;4,2;4,5;4,9;5,1;5,4;5,6
GO;5207907;Flores de Goiás;52040780;COLEGIO ESTADUAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;Estadual;3,3;3,3;3,5;4,5;4,6;4,3;4,3;5;6;6,3;3,3;3,4;3,7;4,1;4,5;4,8;5;5,3
GO;5207907;Flores de Goiás;52040950;ESCOLA MUNICIPAL SANTA MARIA;Municipal;-;-;1,8;3,3;2,8;-;2,9;-;-;4;-;-;2,3;2,7;3,1;3,3;3,6;3,9
GO;5207907;Flores de Goiás;52041000;ESCOLA MUNICIPAL CANABRAVA;Municipal;-;-;-;-;-;-;-;-;4,7;-;-;-;-;-;-;-;-;-
GO;5207907;Flores de Goiás;52070506;ESCOLA ESTADUAL DAMASIO RIBEIRO DE MIRANDA;Estadual;3,9;3,3;3,5;3,9;4,5;4,2;-;4,6;6,3;6,8;3,9;4;4,3;4,7;5,1;5,3;5,6;5,8
GO;5207907;Flores de Goiás;52089010;ESCOLA MUNICIPAL ROSARIO DE SOUSA FERREIRA;Municipal;-;-;3,1;-;-;-;4;-;-;5,3;-;-;3,2;3,5;3,8;4,1;4,4;4,7
GO;5207907;Flores de Goiás;52089029;ESCOLA MUNICIPAL SINDOVAL CARNEIRO DE ARAUJO;Municipal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
GO;5207907;Flores de Goiás;52089037;ESCOLA MUNICIPAL DEUSDEZINO DE SOUZA FERREIRA;Municipal;-;-;-;-;3,9;-;4,1;3,7;-;5,3;-;-;-;-;4,2;4,4;4,7;4,9
GO;5208004;Formosa;52046168;COLEGIO ESTADUAL MAESTRO MIGUEL AFFIUNE;Estadual;3,4;3,4;3,3;3,5;4,2;-;-;-;-;-;3,4;3,6;3,8;4,2;4,6;4,9;5,1;5,4
GO;5208004;Formosa;52046176;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR SERGIO FAYAD GENEROSO;Estadual;3,2;3;3,5;-;-;-;-;-;-;-;3,2;3,3;3,6;4;4,4;4,7;4,9;5,2
GO;5208004;Formosa;52046192;CENTRO DE ENSINO EM PERIODO INTEGRAL AMERICANO DO BRASIL;Estadual;3,7;3,8;3,7;3,2;4,3;4,4;5;-;-;-;3,7;3,8;4,1;4,5;4,9;5,2;5,4;5,7
GO;5208004;Formosa;52046257;ESCOLA AGRICOLA DE FORMOSA LUCILA SAAD BATISTA;Municipal;-;-;4,3;5;3,7;4,4;4,5;4,6;5,1;4,7;-;-;4,5;4,7;5;5,3;5,5;5,8
GO;5208004;Formosa;52046273;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DOMINGOS DE OLIVEIRA FORMOSA;Estadual;2,8;3;3;3,5;4,5;4,8;5,3;5,6;6,5;6,7;2,8;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5208004;Formosa;52046281;COLEGIO ESTADUAL DOUTOR JOSE BALDUINO DE SOUZA DECIO;Estadual;-;3,4;-;-;-;-;-;5,1;-;-;-;3,5;3,7;4;4,4;4,6;4,9;5,2
GO;5208004;Formosa;52046290;ESCOLA ESTADUAL JOAQUIM ANTONIO DE MAGALHAES;Estadual;3,8;3,6;4;4,3;4,5;4,9;5,2;5,5;5,6;6,2;3,8;4;4,3;4,7;5;5,3;5,5;5,8
GO;5208004;Formosa;52046303;ESCOLA ESTADUAL LEONIDAS RIBEIRO DE MAGALHAES;Estadual;3,1;3,2;3,8;4,3;4,3;4,5;4,6;5,5;5,9;5,7;3,1;3,2;3,5;3,9;4,3;4,6;4,8;5,1
GO;5208004;Formosa;52046311;ESCOLA ESTADUAL MACOM ANGELO CHAVES;Estadual;-;3,6;3,4;3,1;4,4;3,5;4,3;5,3;4,8;6,2;-;3,7;3,9;4,2;4,5;4,8;5,1;5,3
GO;5208004;Formosa;52046320;COLEGIO ESTADUAL MAURO ALVES GUIMARAES;Estadual;-;3,8;-;-;-;-;-;-;-;-;-;3,9;4,1;4,4;4,8;5;5,3;5,5
GO;5208004;Formosa;52046338;COLEGIO ESTADUAL PROFESSORA SUELI MARIA NICHETTI;Estadual;-;-;3,1;3,1;4,5;3,6;4,1;5,2;6,3;5,4;-;-;3,2;3,5;3,8;4,1;4,3;4,6
GO;5208004;Formosa;52046346;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE VARGAS;Estadual;3,1;2,9;-;3,9;-;4,5;4,7;5,9;5,8;6,3;3,1;3,2;3,5;3,9;4,3;4,6;4,8;5,1
GO;5208004;Formosa;52046362;COLEGIO ESTADUAL PROFESSOR CLAUDIANO ROCHA;Estadual;3;3,3;3,3;3,7;4;4,6;4,5;4,7;-;-;3;3,2;3,4;3,8;4,2;4,5;4,7;5
GO;5208004;Formosa;52046370;COLEGIO ESTADUAL PROFESSORA MARIA ANGELICA DE OLIVEIRA;Estadual;2,6;2,6;3,1;2,7;3,8;2,9;3,9;5;6,5;6,6;2,6;2,8;3,1;3,5;3,9;4,2;4,5;4,7
GO;5208004;Formosa;52046451;ESCOLA MUNICIPAL PROFESSORA EDIVA MARIA DE PAIVA VIANA;Municipal;-;-;-;-;3,9;4,1;4,1;-;-;4,7;-;-;-;-;4,2;4,4;4,7;4,9
GO;5208004;Formosa;52046460;ESCOLA MUNICIPAL DR EUCLIDES WICAR DE CASTRO PARENTE PESSOA;Municipal;-;-;-;3,9;-;-;-;-;-;-;-;-;-;4,1;4,4;4,6;4,9;5,1
GO;5208004;Formosa;52046842;ESCOLA MUNICIPAL ISOLADA PROJETO PARANA;Municipal;-;-;-;-;-;3,8;3,8;4,2;4,8;-;-;-;-;-;-;4,1;4,3;4,6
GO;5208004;Formosa;52046850;ESCOLA MUNICIPAL IZAIRA MACHADO DE FREITAS CAMARGO;Municipal;3,9;4;3,9;-;4,1;4,1;3,3;-;-;3,8;3,9;4,1;4,4;4,8;5,1;5,4;5,6;5,9
GO;5208004;Formosa;52046915;ESCOLA MUNICIPAL MARIA LICIA DE CASTRO TRINDADE;Municipal;-;4,4;-;-;-;-;-;-;-;-;-;4,5;4,7;5;5,4;5,6;5,8;6,1
GO;5208004;Formosa;52046931;ESCOLA MUNICIPAL ISOLADA FAZENDA PALMEIRA;Municipal;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-
GO;5208004;Formosa;52046966;ESC MUL PROF AUTA VIDAL;Municipal;-;-;-;-;4,1;4,1;3,1;3,4;-;4,9;-;-;-;-;4,4;4,6;4,9;5,1
GO;5208004;Formosa;52046974;CENTRO DE ENSINO EM PERIODO INTEGRAL HELENA NASSER;Estadual;-;-;2,1;-;-;-;4,5;-;4,3;5,3;-;-;2,4;2,7;3,1;3,3;3,6;3,9
GO;5208004;Formosa;52046982;ESC MUL PROF JOAQUIM MOREIRA;Municipal;4,3;4;4,6;4,2;4,8;4,7;-;4,6;-;4,7;4,3;4,5;4,7;5,1;5,5;5,7;5,9;6,2
GO;5208004;Formosa;52047059;COLEGIO ESTADUAL ARTHUR RIBEIRO DE MAGALHAES FILHO;Estadual;-;-;2,7;2,4;-;4,2;4,1;5,1;5,7;5,4;-;-;2,9;3,1;3,5;3,7;4;4,3
GO;5208004;Formosa;52047148;COLEGIO ESTADUAL PROFESSORA AURELICE GOMES DA FONSECA;Estadual;3,1;2,9;3,3;3,8;4,4;4,2;4,2;4,9;-;8,2;3,2;3,3;3,6;4;4,4;4,6;4,9;5,2
GO;5208004;Formosa;52082741;ESCOLA MUNICIPAL DOMINGOS DE JESUS MONTEIRO GUIMARAES;Municipal;3,4;4;3,9;3,6;4;3,8;-;4,1;-;4,4;3,4;3,6;3,8;4,2;4,6;4,9;5,1;5,4
GO;5208004;Formosa;52082750;ESCOLA MUNICIPAL WALDA MIRANDA DE PAIVA;Municipal;4;4,1;4,2;3,7;4,2;3,9;3,2;-;-;3,9;4,1;4,2;4,5;4,9;5,3;5,5;5,7;6
GO;5208004;Formosa;52085384;ESCOLA MUNICIPAL FRANKLIN GRAHAM;Municipal;-;-;4,5;4,3;3,8;4,3;-;-;-;3,7;-;-;4,7;5;5,3;5,5;5,8;6
GO;5208004;Formosa;52091457;ESC MUL EDUARDO DE SOUSA LOBO;Municipal;-;-;-;-;-;-;-;-;-;4,3;-;-;-;-;-;-;-;-
GO;5208004;Formosa;52092011;COLEGIO ESTADUAL VALE DA ESPERANCA;Estadual;-;-;3,8;2,9;-;-;-;5,6;6,9;-;-;-;3,9;4,2;4,5;4,8;5;5,3
GO;5208004;Formosa;52093042;ESCOLA MUNICIPAL PROFESSORA MARIA LICIA DE CASTRO;Municipal;-;-;4,3;4;4,3;4,9;3,6;4,6;-;5;-;-;4,5;4,8;5,1;5,3;5,6;5,8
GO;5208004;Formosa;52094456;COLEGIO ESTADUAL ASSENTAMENTO VIRGILANDIA;Estadual;-;-;2,6;3,2;3,7;5;5;5,5;5,7;7,7;-;-;2,7;3;3,3;3,5;3,8;4,1
GO;5208004;Formosa;52103498;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA IZABEL CHRISTINA DE SOUSA ORTIZ;Estadual;-;-;-;-;-;-;-;6,4;6,3;7,1;-;-;-;-;-;-;-;6,6
GO;5208103;Formoso;52006816;COLEGIO ESTADUAL CASTRO ALVES;Estadual;3,7;-;-;-;-;-;-;-;-;-;3,7;3,8;4,1;4,5;4,9;5,2;5,4;5,7
GO;5208103;Formoso;52006832;ESCOLA ESTADUAL GENOVEVA REZENDE CARNEIRO;Estadual;3,7;4,3;4,1;-;4,3;5,2;5,7;5,6;6,1;5,9;3,7;3,9;4,1;4,5;4,9;5,2;5,4;5,7
GO;5208152;Gameleira de Goiás;52063399;ESCOLA MUNICIPAL BENEDITO LOBO;Municipal;-;3,9;4,7;4,7;5;5,3;5,3;5,3;3,6;5,5;-;4;4,2;4,5;4,9;5,1;5,4;5,6
GO;5208152;Gameleira de Goiás;52063526;ESC MUL FLEURI ADRIAO DE SIQUEIRA;Municipal;-;-;5,1;4,6;4,5;-;4,1;5,2;4,5;5,6;-;-;5,2;5,5;5,8;6;6,2;6,4
GO;5208301;Divinópolis de Goiás;52041018;COLEGIO ESTADUAL GERMANA GOMES;Estadual;2,7;3,3;3,5;4,1;4,2;4,1;4,8;4,7;4,6;4,2;2,8;3;3,3;3,7;4,1;4,4;4,7;4,9
GO;5208301;Divinópolis de Goiás;52041034;ESCOLA ESTADUAL GREGORIO BATISTA DOS PASSOS;Estadual;-;-;-;3,6;-;-;4,1;4,9;-;-;-;-;-;3,8;4,1;4,4;4,6;4,9
GO;5208301;Divinópolis de Goiás;52068870;EM RAMIRO PINTO MAGALHAES;Municipal;-;-;-;-;-;-;4,7;-;-;-;-;-;-;-;-;-;5;5,2
GO;5208400;Goianápolis;52032841;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE RESIO;Estadual;4,4;4,4;3,8;-;-;-;-;-;-;3,9;4,5;4,6;4,9;5,3;5,6;5,9;6,1;6,3
GO;5208400;Goianápolis;52032868;ESCOLA ESTADUAL JOAQUIM SOARES DA SILVA;Estadual;3,2;3,3;4,1;4,6;5;4,9;5,3;5;5,3;5,3;3,2;3,4;3,7;4,1;4,4;4,7;5;5,2
GO;5208400;Goianápolis;52068994;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS BENEDITA BRITO DE ANDRADE;Estadual;-;4;3,9;4,1;4,8;4,9;5,9;5,8;6;6,4;-;4,1;4,3;4,6;5;5,2;5,5;5,7
GO;5208509;Goiandira;52065812;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM EMANUEL;Estadual;4,7;4,9;4,4;4,3;5,3;4,9;5,3;5,4;4,9;5,5;4,7;4,8;5,1;5,5;5,8;6,1;6,3;6,5
GO;5208509;Goiandira;52065820;CENTRO DE EDUCACAO E CONVIVENCIA JUVENIL GERALDO FERREIRA PIRES;Estadual;-;3,7;-;-;-;-;-;-;-;-;-;3,8;4;4,3;4,7;4,9;5,2;5,4
GO;5208608;Goianésia;52015807;COLEGIO ESTADUAL JALLES MACHADO;Estadual;5,1;5;4,8;5,2;5,9;6;6,1;6,2;5,7;5,6;5,1;5,3;5,5;5,9;6,2;6,4;6,6;6,8
GO;5208608;Goianésia;52015815;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS JOSE CARRILHO;Estadual;4,3;4,3;4,2;4,6;5,7;6;6,3;6,7;6,7;6,6;4,3;4,5;4,8;5,1;5,5;5,7;6;6,2
GO;5208608;Goianésia;52015823;COLEGIO ESTADUAL LAURENTINO MARTINS;Estadual;4,5;3,6;3,5;4,1;-;6,3;6,5;6,8;6;5,9;4,5;4,7;4,9;5,3;5,7;5,9;6,1;6,3
GO;5208608;Goianésia;52015858;ESCOLA ESTADUAL SAO SEBASTIAO;Estadual;-;-;4,3;-;-;-;5,8;4,9;5,5;6,8;-;-;4,5;4,7;5,1;5,3;5,6;5,8
GO;5208608;Goianésia;52015939;ESCOLA ESTADUAL CARLOS GOMES;Estadual;-;-;4,1;4,4;5,6;5,5;5,7;5;5,6;5,4;-;-;4,2;4,5;4,8;5,1;5,3;5,6
GO;5208608;Goianésia;52015955;COLEGIO ESTADUAL FELIPE CAMARAO POTY;Estadual;-;3,5;3,3;3,9;4,5;4,6;5,7;6,2;5,5;5,6;-;3,6;3,8;4,1;4,5;4,7;5;5,3
GO;5208608;Goianésia;52015963;ESCOLA ESTADUAL LUIZ GONZAGA SOBRINHO;Estadual;3,4;4,1;3,8;-;5,1;5,2;5,6;5,8;5,7;5,2;3,4;3,6;3,8;4,3;4,6;4,9;5,1;5,4
GO;5208608;Goianésia;52015971;ESCOLA ESTADUAL PADRE ASTERIO PASCOAL;Estadual;2,9;3;3,8;4,3;5,1;4,8;5,3;5;5,3;5,7;2,9;3,1;3,4;3,8;4,2;4,4;4,7;5
GO;5208608;Goianésia;52015998;ESCOLA ESTADUAL PEDRO MENDONCA;Estadual;3,6;3,2;4,1;4,4;5;5;5,6;5,2;5,2;5,9;3,6;3,7;4;4,4;4,8;5;5,3;5,6
GO;5208608;Goianésia;52016005;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE COSTA E SILVA;Estadual;3,3;4;4;4,2;5,7;5,8;5,4;-;5,4;5,5;3,3;3,4;3,7;4,1;4,5;4,8;5;5,3
GO;5208608;Goianésia;52016021;ESCOLA ESTADUAL PRESIDENTE KENNEDY;Estadual;3,2;3,7;4,2;4,1;5,3;5,6;5,9;5,7;5,6;5,9;3,3;3,4;3,7;4,1;4,5;4,7;5;5,3
GO;5208707;Goiânia;52033279;CENTRO DE ENSINO E PESQUISA APLICADA A EDUCACAO;Federal;5,6;5,5;5,3;5,8;4,9;6;6,1;-;-;-;5,7;5,8;6;6,3;6,6;6,8;7;7,2
GO;5208707;Goiânia;52033317;CENTRO DE ENSINO EM PERIODO INTEGRAL AECIO OLIVEIRA DE ANDRADE;Estadual;3;2,7;3;3,5;4,4;4,4;5,5;4,6;5,3;5,3;3;3,2;3,4;3,8;4,2;4,5;4,7;5
GO;5208707;Goiânia;52033333;COLEGIO ESTADUAL ASSIS CHATEAUBRIAND;Estadual;2,9;3;3;3,1;4,2;5;4,8;5,6;5,1;5,7;2,9;3,1;3,3;3,7;4,1;4,4;4,6;4,9
GO;5208707;Goiânia;52033341;CENTRO DE ENSINO EM PERIODO INTEGRAL BANDEIRANTE;Estadual;4,3;3,1;3,6;4,4;5;5,6;-;5,8;5,6;5,6;4,3;4,5;4,8;5,1;5,5;5,7;6;6,2
GO;5208707;Goiânia;52033350;CENTRO DE ENSINO EM PERIODO INTEGRAL CARLOS ALBERTO DE DEUS;Estadual;3,3;2,9;3,7;3,8;-;-;-;-;-;-;3,4;3,5;3,8;4,2;4,6;4,8;5,1;5,4
GO;5208707;Goiânia;52033368;COLEGIO ESTADUAL CORA CORALINA;Estadual;3,3;3,2;3,5;4;4,9;5,5;5,3;5,1;4,8;4,9;3,4;3,5;3,8;4,2;4,6;4,8;5,1;5,3
GO;5208707;Goiânia;52033376;CENTRO DE ENSINO EM PERIODO INTEGRAL CULTURA E COOPERATIVISMO;Estadual;3,1;3,7;3,5;3,8;4,4;4,8;-;-;5,4;5,2;3,1;3,3;3,6;4;4,3;4,6;4,9;5,1
GO;5208707;Goiânia;52033384;CENTRO DE ENSINO EM PERIODO INTEGRAL DEPUTADO JOSE DE ASSIS;Estadual;3,9;3,1;3,3;3,5;4,7;4,8;5,4;4,7;-;5;4;4,1;4,4;4,8;5,2;5,4;5,7;5,9
GO;5208707;Goiânia;52033406;CENTRO DE ENSINO EM PERIODO INTEGRAL DO SETOR SUDOESTE;Estadual;3,8;4;3,9;4;5,6;5,5;-;-;5,7;4,8;3,8;3,9;4,2;4,6;5;5,2;5,5;5,7
GO;5208707;Goiânia;52033414;CENTRO DE ENSINO EM PERIODO INTEGRAL DR ANTONIO RAIMUNDO GOMES DA FROTA;Estadual;3,8;2,4;3,9;4,6;4,8;5,4;5,9;5,8;5,5;6,2;3,8;4;4,2;4,6;5;5,3;5,5;5,8
GO;5208707;Goiânia;52033422;CENTRO DE ENSINO EM PERIODO INTEGRAL EDMUNDO PINHEIRO DE ABREU;Estadual;4;3,7;3,4;3,9;4,9;5,7;-;5,7;5,3;5,6;4;4,2;4,4;4,8;5,2;5,5;5,7;5,9
GO;5208707;Goiânia;52033430;COLEGIO ESTADUAL EDMUNDO ROCHA VILA MUTIRAO;Estadual;2,1;2,7;4;4,7;-;-;-;-;-;-;2,3;2,6;3,1;3,7;4,1;4,4;4,7;5
GO;5208707;Goiânia;52033457;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE HUGO DE CARVALHO RAMOS;Estadual;5,1;5,4;6,3;5,8;6,3;6;6,3;6,5;6,6;6,5;5,1;5,2;5,5;5,8;6,2;6,4;6,6;6,8
GO;5208707;Goiânia;52033465;CENTRO DE ENSINO EM PERIODO INTEGRAL IRMA GABRIELA;Estadual;3,4;3,6;4,1;4,2;4;-;-;-;5,1;5,1;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5208707;Goiânia;52033481;COLEGIO ESTADUAL JARDIM AMERICA;Estadual;4,1;4,1;4,4;4,3;4,6;5;5,8;5,3;4,9;5,1;4,2;4,3;4,6;5;5,3;5,6;5,8;6
GO;5208707;Goiânia;52033490;COLEGIO ESTADUAL JARDIM BALNEARIO MEIA PONTE;Estadual;3,3;2,9;3,6;3,9;4,2;5,2;5,4;5,5;5,2;5,8;3,3;3,4;3,7;4,1;4,5;4,8;5;5,3
GO;5208707;Goiânia;52033503;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS JARDIM GUANABARA;Estadual;3,4;3,4;3,8;3;4,6;4,9;5,7;5,3;5;6;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,5
GO;5208707;Goiânia;52033511;COLEGIO ESTADUAL ROBINHO MARTINS DE AZEVEDO;Estadual;3;3,8;2,9;3,7;4,5;4,5;5,5;4,9;5,2;5,7;3,1;3,2;3,5;3,9;4,3;4,5;4,8;5,1
GO;5208707;Goiânia;52033520;COLEGIO ESTADUAL JARDIM VILA BOA;Estadual;3,2;3,2;3,9;3,6;4,4;4,9;5,7;6;6,2;6,6;3,2;3,4;3,6;4;4,4;4,7;5;5,2
GO;5208707;Goiânia;52033538;COLEGIO ESTADUAL JOSE LOBO;Estadual;2,9;3,8;4,2;4,2;4,8;4,9;5,1;5,3;4,9;5,2;2,9;3,1;3,3;3,7;4,1;4,4;4,7;4,9
GO;5208707;Goiânia;52033554;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS MAJOR OSCAR ALVELOS;Estadual;3,1;3,6;3,1;3,8;4,5;5;6,1;6,2;5,8;6,2;3,1;3,3;3,6;4;4,3;4,6;4,9;5,1
GO;5208707;Goiânia;52033562;CENTRO DE ENSINO EM PERIODO INTEGRAL PEDRO XAVIER TEIXEIRA;Estadual;2,6;3,4;3,6;4,5;-;-;-;-;-;4,5;2,6;2,7;3;3,4;3,8;4;4,3;4,6
GO;5208707;Goiânia;52033570;CENTRO DE ENSINO EM PERIODO INTEGRAL PREUNIVERSITARIO;Estadual;2,8;3,6;3,5;3,8;-;-;-;6,3;5,9;5,8;2,8;3;3,3;3,7;4,1;4,4;4,6;4,9
GO;5208707;Goiânia;52033589;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA;Estadual;3,1;3,1;3,1;3,8;-;-;5;5,3;5,4;5,7;3,1;3,3;3,5;4;4,3;4,6;4,9;5,1
GO;5208707;Goiânia;52033597;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR PEDRO GOMES;Estadual;3,5;3,6;2,7;4,2;-;-;5,8;5,9;5,4;6,4;3,6;3,7;4;4,4;4,8;5;5,3;5,5
GO;5208707;Goiânia;52033600;COLEGIO ESTADUAL PROFESSOR WILMAR GONCALVES DA SILVA;Estadual;3,6;3,8;3,6;4,3;4,2;3,3;5,9;5,2;6;5,6;3,6;3,8;4,1;4,5;4,8;5,1;5,3;5,6
GO;5208707;Goiânia;52033619;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA OLGA MANSUR;Estadual;2,6;3,2;3,9;4,7;4,3;4,6;-;-;-;-;2,6;2,8;3,1;3,6;4;4,3;4,5;4,8
GO;5208707;Goiânia;52033627;COL EST RUI BARBOSA;Estadual;3,1;-;-;-;-;-;-;-;-;-;3,2;3,3;3,6;4;4,4;4,6;4,9;5,2
GO;5208707;Goiânia;52033635;COLEGIO ESTADUAL SAO CRISTOVAO;Estadual;3,1;2,7;-;-;-;-;-;-;-;-;3,2;3,3;3,6;4;4,4;4,6;4,9;5,2
GO;5208707;Goiânia;52033643;CENTRO DE ENSINO EM PERIODO INTEGRAL SENADOR TEOTONIO VILELA;Estadual;3,9;3,3;4,3;3,5;4,8;5,6;5,6;-;5;5,4;4;4,1;4,4;4,8;5,2;5,4;5,7;5,9
GO;5208707;Goiânia;52033651;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE WALDEMAR MUNDIM;Estadual;1,9;2,8;2,8;4,2;4,3;4,8;5,8;6,3;5,4;6,5;2;2,4;3;3,6;4,2;4,4;4,7;5
GO;5208707;Goiânia;52033910;CENTRO DE ENSINO EM PERIODO INTEGRAL DO SETOR FINSOCIAL;Estadual;-;3,1;3,4;3,5;4,6;5;5,6;5,8;5,4;6;-;3,2;3,4;3,8;4,1;4,4;4,6;4,9
GO;5208707;Goiânia;52033929;CENTRO DE ENSINO EM PERIODO INTEGRAL DOMINGOS BAPTISTA DE ABREU;Estadual;-;4,4;4;4,7;4,4;4,8;5,4;5,1;4,9;5,4;-;4,5;4,7;5,1;5,4;5,6;5,9;6,1
GO;5208707;Goiânia;52033937;COLEGIO ESTADUAL MARECHAL RONDON;Estadual;3,2;2,6;3;3,4;-;4,8;-;-;-;-;3,2;3,4;3,7;4,1;4,4;4,7;5;5,2
GO;5208707;Goiânia;52033945;CENTRO DE ENSINO EM PERIODO INTEGRAL NOVO HORIZONTE;Estadual;-;3,8;3,8;3,8;4,5;4,5;-;-;5,2;5,3;-;3,9;4,2;4,5;4,8;5,1;5,3;5,6
GO;5208707;Goiânia;52033953;COLEGIO ESTADUAL ANTONIO OLIVEIRA DA SILVA;Estadual;4,2;3,7;4,1;4;4,5;5,4;5,5;5,2;4,9;5,2;4,2;4,4;4,6;5;5,4;5,6;5,9;6,1
GO;5208707;Goiânia;52033961;COLEGIO ESTADUAL DAMIANA DA CUNHA;Estadual;3,5;4,8;4,2;4,3;4,5;5;6;-;4,7;4,8;3,5;3,7;4;4,4;4,7;5;5,3;5,5
GO;5208707;Goiânia;52033970;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA LOUSINHA DE CARVALHO;Estadual;3;2,7;3,8;3,8;5,3;5,8;6,5;6,2;5,3;6,5;3;3,2;3,5;3,9;4,2;4,5;4,8;5
GO;5208707;Goiânia;52033988;COLEGIO ESTADUAL PARQUE AMAZONIA;Estadual;-;3,6;3,6;4,1;3,7;5,8;-;-;-;-;-;3,7;3,9;4,2;4,5;4,8;5,1;5,3
GO;5208707;Goiânia;52034097;COLEGIO ESTADUAL NAZIR SAFATLE;Estadual;2,6;2,3;3,5;-;-;-;-;-;-;4,9;2,7;2,8;3,1;3,4;3,8;4,1;4,4;4,6
GO;5208707;Goiânia;52034119;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS VASCO DOS REIS;Estadual;3,4;4,8;5,2;5,8;5,7;6,2;6,4;6,5;6;6,7;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,4
GO;5208707;Goiânia;52034151;CENTRO DE ENSINO EM PERIODO INTEGRAL CASTRO ALVES;Estadual;3,3;3,7;3,3;3,7;4;4,5;5,5;-;-;5,1;3,4;3,5;3,8;4,2;4,6;4,8;5,1;5,4
GO;5208707;Goiânia;52034160;COLEGIO ESTADUAL MINISTRO NASSER;Estadual;3,9;3,8;-;-;-;-;-;-;-;-;4;4,1;4,4;4,8;5,2;5,4;5,7;5,9
GO;5208707;Goiânia;52034178;COL EST PROF VENERANDO DE FREITAS BORGES;Estadual;2,6;3,1;-;-;-;-;-;-;-;-;2,7;2,9;3,2;3,6;4;4,3;4,5;4,8
GO;5208707;Goiânia;52034186;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE HONORATO;Estadual;2,2;2,9;4,1;-;5,1;4,9;-;5,8;5,3;5,3;2,3;2,6;3;3,6;4,1;4,3;4,6;4,9
GO;5208707;Goiânia;52034275;COLEGIO DE APLICACAO DO INSTITUTO DE EDUCACAO DE GOIAS;Estadual;-;-;-;-;-;4,1;5,5;-;-;-;-;-;-;-;-;4,3;4,6;4,8
GO;5208707;Goiânia;52034330;ESCOLA MUNICIPAL PRESIDENTE VARGAS;Municipal;3,1;3,2;4;3,6;4;4,5;4,9;-;5;5,6;3,1;3,3;3,5;3,9;4,3;4,6;4,8;5,1
GO;5208707;Goiânia;52034348;ESC MUL BRICE FRANCISCO CORDEIRO;Municipal;-;-;-;1,8;-;-;-;-;-;-;-;-;-;3;3,4;3,7;3,9;4,2
GO;5208707;Goiânia;52034410;EDUCANDARIO ESPIRITA EURIPEDES BARSANULFO;Municipal;-;5,7;6,3;5,7;6;6,3;5,7;-;-;-;-;5,8;6;6,2;6,5;6,7;6,9;7,1
